trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Scenario,IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,9.741780384996673,None,10.608773418993223,None,,,,,,,
