IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,scenario1.started,scenario1.stopped,slider.response,slider.rt,slider.started,slider.stopped,notAtAll.started,notAtAll.stopped,veryMuch.started,veryMuch.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4.6951483089942485,None,5.0287918070098385,None,5.331149175995961,None,0.41688888888888886,10.818667084007757,5.331149175995961,None,5.331149175995961,None,5.331149175995961,None,,,,,,,
