trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Scenario,IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,18.568689790990902,None,19.051626078988193,None,,,,,,,
