IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,scenario1.started,scenario1.stopped,slider.response,slider.rt,slider.started,slider.stopped,notAtAll.started,notAtAll.stopped,veryMuch.started,veryMuch.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.854568642011145,None,6.405013872019481,None,7.722666775021935,None,0.20266666666666666,2.3005591349792667,7.722666775021935,None,7.722666775021935,None,7.722666775021935,None,,,,,,,
