trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Scenario,IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,6.612168879015371,None,7.515495439001825,None,,,,,,,
