Scenario,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,scenario1.started,scenario1.stopped,notAtAll.started,notAtAll.stopped,veryMuch.started,veryMuch.stopped,lastRating,rating.response,rating.rt,rating.started,rating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Leaving a store that you have been to for the first time and deciding which way to turn to get to a destination.,0,0,0,0,4.748149328981526,None,5.597571251972113,None,5.7805466759891715,None,5.7805466759891715,None,5.7805466759891715,None,0.2,3,7.335,0.01266386330826208,None,,001,2020_Oct_25_1847,Big5,2020.2.4,59.97744104188275,
